age,height_cm,weight_kgs,nationality,overall_rating,potential,wage,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,position_first,position_second,position_third,upper_work_rate,down_work_rate,num_of_work_rate,value
23,1.8288,78,131,66,76,0.002202643,1,1,2,1,5,0.006942394,197,73,21,27,21,10,26,30,11,14,25,24,32,18,45,44,61,59,50,25,60,37,65,16,22,22,14,35,24,36,11,12,11,65,68,60,65,67,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,800000
23,1.8796,79.8,17,71,76,0.044052863,1,1,3,3,3,0.025462117,246,73,28,11,62,75,62,63,70,68,48,40,57,70,73,70,70,71,65,71,69,75,70,66,64,16,74,57,66,56,25,16,12,15,11,11,12,11,72,72,72,70,71,71,71,70,68,68,68,69,62,62,62,69,50,48,48,48,50,46,42,42,42,46,14,1,0,3,3,1,3200000
24,1.7526,64.9,108,60,64,0,1,1,3,2,3,0.001726839,326,62,28,16,61,45,52,61,46,59,68,64,62,61,69,66,67,57,82,58,61,51,46,53,40,53,58,61,43,57,42,54,52,9,14,6,13,15,57,57,57,61,60,60,60,61,61,61,61,61,60,60,60,61,58,56,56,56,58,57,53,53,53,57,4,0,0,3,3,1,270000
25,1.7018,68,57,64,66,0.002202643,1,1,3,3,5,0.003368588,257,65,17,31,70,59,39,70,36,65,71,67,71,63,75,71,80,65,85,48,58,74,63,42,45,57,60,66,63,54,54,57,58,8,16,14,11,14,60,60,60,67,64,64,64,67,66,66,66,68,66,66,66,68,66,64,64,64,66,64,58,58,58,64,10,13,11,1,3,0.333333333,450000
26,1.905,84.8,33,71,74,0.017621145,1,1,4,2,3,0.018955187,584,68,18,32,31,22,72,59,23,32,24,28,57,57,57,55,55,66,47,42,62,64,77,27,75,73,24,23,33,62,73,71,69,12,14,7,10,11,46,46,46,43,43,43,43,43,44,44,44,46,51,51,51,46,61,66,66,66,61,64,72,72,72,64,1,0,0,1,3,0.333333333,2500000
22,1.5494,68,20,65,72,0.004405286,1,1,3,3,3,0.023071754,250,66,23,20,60,60,46,61,51,65,60,41,50,63,79,80,70,60,63,70,54,63,69,52,42,27,64,61,52,61,38,29,27,7,13,6,8,10,64,64,64,66,65,65,65,66,64,64,64,65,58,58,58,65,53,49,49,49,53,50,44,44,44,50,11,12,0,1,3,0.333333333,750000
21,1.8288,74.8,131,62,77,0.008810573,1,1,3,2,5,0.00794346,61,84,21,36,33,26,73,58,32,40,30,28,41,57,60,65,35,43,64,41,67,55,59,25,48,59,23,31,30,52,61,66,65,11,12,13,15,8,45,45,45,44,44,44,44,44,44,44,44,46,47,47,47,46,56,57,57,57,56,59,63,63,63,59,1,0,0,2,3,0.666666667,600000
25,1.8288,73.9,37,70,74,0,0,1,2,2,3,0.021457853,578,71,28,15,68,28,61,64,36,60,45,29,53,63,86,88,72,68,72,62,77,82,66,48,62,66,56,51,31,55,64,65,61,9,13,15,10,13,59,59,59,63,61,61,61,63,61,61,61,65,62,62,62,65,70,65,65,65,70,70,66,66,66,70,6,7,0,1,1,1,1900000
26,1.524,74.8,8,62,64,0.002202643,1,1,2,2,3,0.001927052,604,67,28,8,42,49,45,62,40,61,37,37,55,62,62,67,72,58,68,48,59,78,66,41,38,66,52,59,59,63,62,60,58,7,10,14,13,8,56,56,56,59,58,58,58,59,60,60,60,60,61,61,61,60,63,62,62,62,63,62,60,60,60,62,10,3,0,3,3,1,300000
26,1.7272,68.9,79,65,66,0.004405286,1,1,3,3,5,0.004079345,279,67,28,6,67,61,44,55,43,66,61,48,63,59,80,83,65,60,68,61,71,72,48,48,49,61,53,64,53,61,56,53,41,8,11,11,9,9,60,60,60,65,63,63,63,65,62,62,62,66,61,61,61,66,63,59,59,59,63,61,55,55,55,61,11,13,0,1,1,1,625000
27,1.5494,78.9,6,73,74,0.022026432,1,1,4,3,5,0.039977576,623,72,28,10,59,72,60,63,71,77,81,59,59,80,74,74,74,78,71,69,60,67,62,72,32,20,74,65,69,66,45,22,27,13,12,13,7,15,73,73,73,74,75,75,75,74,73,73,73,72,66,66,66,72,55,51,51,51,55,52,45,45,45,52,14,1,7,3,2,1.5,4800000
30,1.7018,68,123,67,67,0.008810573,1,1,4,3,7,0.006441861,598,68,28,7,64,65,57,62,65,66,67,72,65,67,70,74,70,63,71,73,77,73,67,67,82,41,62,63,75,63,44,35,27,11,16,13,15,8,67,67,67,67,67,67,67,67,66,66,66,67,64,64,64,67,57,57,57,57,57,54,53,53,53,54,7,11,14,3,3,1,750000
18,1.524,78,144,61,77,0.002202643,1,1,3,2,5,0.006942394,26,70,21,41,42,55,51,65,32,60,44,41,63,64,64,61,73,62,66,68,59,46,60,64,58,49,45,60,54,50,60,56,55,8,6,12,8,10,59,59,59,60,61,61,61,60,62,62,62,59,61,61,61,59,57,60,60,60,57,57,58,58,58,57,4,0,0,3,3,1,525000
31,1.5494,78.9,53,70,70,0.017621145,0,2,2,2,7,0.01294879,48,69,7,26,65,56,67,64,54,62,70,36,65,65,73,72,60,57,68,76,73,75,74,55,77,66,56,56,48,64,70,75,76,15,12,11,12,7,65,65,65,64,63,63,63,64,63,63,63,65,64,64,64,65,70,69,69,69,70,71,72,72,72,71,6,0,0,1,3,0.333333333,1300000
21,1.524,81.2,39,62,75,0,0,1,2,3,5,0.004860176,642,64,28,2,57,38,39,54,43,62,40,31,50,61,76,79,65,59,69,64,65,75,72,53,54,57,55,44,36,45,60,59,57,9,14,5,6,10,57,57,57,60,58,58,58,60,57,57,57,61,57,57,57,61,63,59,59,59,63,62,60,60,60,62,6,8,9,3,3,1,525000
21,1.9304,82.1,57,66,75,0.008810573,1,1,3,2,3,0.00794346,236,70,28,26,60,30,65,62,34,61,45,22,46,57,61,64,54,63,48,36,55,65,74,41,62,60,54,47,43,52,66,68,66,14,12,12,10,7,53,53,53,57,55,55,55,57,56,56,56,58,57,57,57,58,64,63,63,63,64,65,66,66,66,65,1,10,0,3,3,1,875000
27,1.7526,74.8,27,72,73,0.033039648,1,1,3,3,5,0.030967981,145,77,9,21,52,58,53,73,42,68,64,47,71,71,70,67,80,71,76,64,77,88,69,65,79,75,59,69,50,65,70,76,70,14,9,10,15,14,65,65,65,68,68,68,68,68,70,70,70,69,73,73,73,69,72,75,75,75,72,72,72,72,72,72,4,3,0,3,3,1,3500000
29,1.524,72.1,117,63,63,0.002202643,1,1,4,3,5,0.002127266,461,67,28,22,57,63,34,56,57,62,71,66,45,64,83,84,79,47,71,51,56,72,60,51,23,32,62,56,63,57,25,27,26,8,16,10,13,8,60,60,60,64,62,62,62,64,62,62,62,64,56,56,56,64,51,45,45,45,51,48,38,38,38,48,11,0,0,1,2,0.5,350000
21,1.5494,74.8,103,61,68,0,0,1,2,2,5,0.002487649,234,69,28,13,48,39,57,63,45,60,30,35,59,58,62,61,54,55,63,67,61,62,64,47,72,63,41,55,34,50,58,59,54,14,9,11,5,12,55,55,55,55,56,56,56,55,57,57,57,57,59,59,59,57,60,62,62,62,60,60,62,62,62,60,2,5,0,3,1,3,300000
24,1.8796,69.9,16,62,68,0.019577911,1,1,3,2,5,0.023071754,87,67,28,14,45,48,55,68,33,60,37,32,62,65,63,65,61,60,57,50,63,68,55,41,57,67,50,51,42,58,65,66,64,13,13,9,14,9,56,56,56,59,59,59,59,59,60,60,60,60,62,62,62,60,64,65,65,65,64,64,64,64,64,64,4,0,0,3,3,1,2481203.671
20,1.8542,74.8,44,63,76,0.00660793,0,1,3,3,5,0.008443993,97,70,28,14,55,49,44,66,54,66,58,39,64,66,68,69,60,59,64,64,63,61,77,55,64,57,45,64,48,60,58,60,58,11,13,8,10,14,59,59,59,62,61,61,61,62,63,63,63,63,63,63,63,63,62,64,64,64,62,61,62,62,62,61,4,3,6,3,1,3,675000
24,1.8288,72.1,96,64,72,0.002202643,0,1,3,2,3,0.005440794,480,70,28,5,57,41,64,56,39,59,54,39,54,52,58,43,58,48,55,61,53,65,73,44,67,65,44,47,50,51,61,63,68,14,12,10,15,8,53,53,53,53,52,52,52,53,52,52,52,54,55,55,55,54,60,61,61,61,60,61,64,64,64,61,1,0,0,3,3,1,575000
19,1.8796,78,131,60,75,0,1,1,3,1,3,0.004710016,494,80,21,31,12,10,12,25,9,12,11,14,24,13,22,31,38,57,45,17,54,40,45,7,28,13,7,50,13,40,10,14,13,61,64,62,55,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,350000
20,1.524,69.9,83,68,80,0.013215859,1,1,5,3,5,0.023071754,463,70,28,27,40,70,66,55,60,73,52,38,40,69,78,74,73,65,70,64,82,52,49,60,33,17,69,58,67,63,48,31,23,13,15,11,15,5,68,68,68,67,69,69,69,67,66,66,66,64,57,57,57,64,49,45,45,45,49,47,45,45,45,47,14,0,0,1,3,0.333333333,1600000
29,1.7018,69.9,118,59,59,0,0,1,2,2,5,0.001101173,664,58,28,4,56,50,49,61,49,52,59,63,59,59,62,55,68,52,72,62,74,84,69,64,55,52,48,55,60,62,49,52,51,6,14,11,9,13,56,56,56,57,56,56,56,57,58,58,58,58,59,59,59,58,59,59,59,59,59,58,56,56,56,58,4,0,0,3,3,1,150000
24,1.8796,78.9,136,64,68,0,1,1,3,1,5,0.002752932,355,64,5,32,20,17,20,28,11,17,13,15,22,23,35,42,37,58,33,23,30,25,57,12,23,24,13,18,22,46,21,20,14,66,60,63,63,64,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,425000
23,1.7018,64.9,53,70,75,0.022026432,1,1,2,3,3,0.018454654,347,72,14,11,71,54,41,66,73,76,81,75,66,71,83,78,87,64,81,80,78,61,53,77,57,39,66,63,57,73,31,39,37,11,7,9,11,12,66,66,66,72,70,70,70,72,70,70,70,71,66,66,66,71,59,55,55,55,59,55,48,48,48,55,8,12,0,3,2,1.5,2400000
20,1.905,92.1,59,67,77,0.002202643,0,1,2,2,5,0.010446125,213,72,28,43,24,25,66,58,25,24,24,29,60,52,54,63,41,52,51,53,74,66,74,50,72,59,29,26,49,57,69,69,67,8,15,9,5,15,47,47,47,41,43,43,43,41,44,44,44,44,50,50,50,44,57,62,62,62,57,60,67,67,67,60,1,0,0,2,3,0.666666667,1000000
20,1.8288,81.2,148,69,82,0.002202643,0,1,2,3,7,0.020456786,640,67,28,9,62,70,70,56,66,67,48,60,41,63,78,87,67,53,59,73,80,54,76,58,70,13,67,54,63,68,14,16,13,9,9,5,12,8,69,69,69,67,66,66,66,67,63,63,63,65,54,54,54,65,45,41,41,41,45,43,41,41,41,43,14,0,0,3,3,1,2000000
22,1.524,73,27,52,57,0,1,1,2,2,3,0.000435464,179,65,28,28,34,60,56,38,35,42,42,35,31,53,61,31,57,50,72,48,71,54,55,51,31,18,50,51,60,44,35,20,18,6,7,7,12,7,52,52,52,49,51,51,51,49,49,49,49,47,44,44,44,47,37,37,37,37,37,36,36,36,36,36,14,0,0,3,3,1,70000
19,1.524,78,136,50,67,0,1,1,3,2,5,0.000405432,70,67,28,25,25,23,45,32,19,22,30,19,30,29,62,62,43,43,66,33,73,60,63,22,43,47,23,24,35,39,45,54,52,8,9,5,11,8,36,36,36,33,33,33,33,33,32,32,32,35,34,34,34,35,45,44,44,44,45,48,50,50,50,48,1,0,0,3,3,1,50000
19,1.7526,68,123,64,83,0.011013216,0,1,3,3,5,0.010946658,490,73,28,40,65,56,30,54,43,67,63,52,44,67,88,86,84,53,73,55,38,60,53,44,36,19,57,60,51,58,32,30,25,12,7,9,10,8,58,58,58,66,63,63,63,66,63,63,63,65,55,55,55,65,51,44,44,44,51,48,38,38,38,48,8,0,0,1,2,0.5,925000
27,1.8288,69.9,123,71,72,0.037444934,0,1,3,3,5,0.026963716,429,72,28,23,54,66,59,72,56,73,63,68,75,73,75,75,76,69,61,78,73,78,72,66,56,51,68,73,71,74,62,54,47,8,14,15,14,9,71,71,71,71,73,73,73,71,73,73,73,72,72,72,72,72,65,66,66,66,65,63,61,61,61,63,4,3,1,1,1,1,2700000
27,1.7526,73.9,79,74,75,0.024229075,1,2,5,3,5,0.041979708,303,73,17,24,73,41,60,72,39,69,74,64,69,72,76,74,78,70,76,62,76,78,65,52,71,70,58,62,49,68,71,72,78,7,15,7,8,13,62,62,62,68,66,66,66,68,67,67,67,70,69,69,69,70,75,73,73,73,75,74,72,72,72,74,10,3,6,3,1,3,5000000
18,1.8796,78,39,53,67,0,0,1,3,2,5,0.000966029,21,65,28,30,24,20,47,43,25,30,23,26,34,35,59,50,50,47,54,32,71,61,65,23,49,50,29,25,33,51,50,56,51,7,13,11,5,13,38,38,38,36,36,36,36,36,36,36,36,38,39,39,39,38,47,48,48,48,47,49,53,53,53,49,1,0,0,3,3,1,110000
30,1.8542,82.1,148,72,72,0.030837004,1,1,2,1,5,0.019956253,616,73,28,1,18,16,19,26,16,14,18,23,23,18,47,52,33,70,46,25,66,37,66,20,39,22,13,27,22,62,13,23,24,71,70,71,70,73,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,2000000
28,1.7018,64.9,103,66,66,0.002202643,0,1,2,3,5,0.003743987,220,67,7,28,70,44,59,60,31,64,37,38,58,62,74,75,76,62,82,42,61,66,54,32,70,64,58,60,57,60,64,65,60,12,10,13,8,9,57,57,57,63,60,60,60,63,61,61,61,64,61,61,61,64,66,64,64,64,66,66,64,64,64,66,6,0,0,1,3,0.333333333,525000
26,1.8542,69.9,28,64,69,0.004405286,1,1,2,2,3,0.005440794,308,66,18,4,29,30,63,45,22,30,29,29,36,36,54,60,73,54,60,37,73,66,78,19,56,62,25,34,38,45,65,67,64,7,9,10,14,13,42,42,42,39,39,39,39,39,39,39,39,41,43,43,43,41,55,56,56,56,55,58,64,64,64,58,1,0,0,3,3,1,500000
29,1.5494,78,76,70,70,0.004405286,1,1,4,3,5,0.023071754,132,67,28,17,63,62,61,66,61,74,65,57,54,66,91,90,82,63,72,66,70,78,61,61,46,36,64,56,65,61,52,28,35,5,11,41,7,21,68,68,68,71,69,69,69,71,68,68,68,70,62,62,62,70,60,54,54,54,60,57,50,50,50,57,11,14,12,1,2,0.5,1700000
22,1.5494,76.2,131,65,73,0.002202643,1,1,3,3,5,0.005941328,182,67,23,15,59,33,62,59,36,63,38,37,31,65,63,62,49,65,81,32,58,68,69,28,54,62,51,37,44,50,58,73,69,9,7,13,11,13,53,53,53,57,55,55,55,57,54,54,54,58,55,55,55,58,65,61,61,61,65,66,66,66,66,66,10,0,0,3,2,1.5,675000
22,1.8542,79.8,28,52,56,0.002202643,1,1,3,2,5,0.000605645,609,66,28,2,48,43,44,41,41,50,33,38,42,45,67,67,67,48,63,44,71,73,70,46,48,55,46,53,42,50,50,56,53,8,6,10,13,8,50,50,50,51,50,50,50,51,50,50,50,52,50,50,50,52,55,53,53,53,55,56,55,55,55,56,2,2,5,2,1,2,60000
31,1.8288,73,57,70,70,0.011013216,1,2,4,3,5,0.012448257,349,67,0,13,71,63,71,72,67,73,59,63,60,72,72,77,74,71,72,71,75,64,66,62,62,54,70,67,61,69,39,37,36,9,8,16,12,13,71,71,71,72,72,72,72,72,71,71,71,72,67,67,67,72,62,59,59,59,62,59,56,56,56,59,14,11,0,3,3,1,1700000
25,1.524,73,44,57,60,0,0,1,3,2,3,0.001121194,391,61,28,11,55,48,37,57,38,58,48,30,53,57,71,69,88,46,71,41,55,64,53,44,20,36,48,51,46,46,44,22,25,14,13,6,6,14,51,51,51,58,55,55,55,58,57,57,57,58,53,53,53,58,50,46,46,46,50,47,39,39,39,47,7,5,0,3,3,1,130000
22,1.8796,78,144,63,74,0.002202643,1,1,3,1,3,0.005440794,106,71,5,27,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,25,58,18,58,6,19,12,7,32,19,39,8,13,10,63,60,57,61,66,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,500000
27,1.8542,76.2,53,68,70,0.004405286,1,1,2,2,3,0.00794346,7,68,20,13,55,31,69,67,32,57,37,37,60,61,67,60,64,63,55,66,76,83,76,45,70,71,33,53,48,62,66,69,63,6,10,11,9,9,55,55,55,56,55,55,55,56,57,57,57,59,62,62,62,59,67,68,68,68,67,68,70,70,70,68,2,5,0,3,1,3,875000
17,1.524,66.2,44,51,69,0,1,1,3,3,3,0.000765816,428,63,21,33,50,45,45,55,42,54,51,51,54,51,67,63,66,49,60,39,56,50,49,43,51,34,47,51,42,49,44,39,42,11,8,7,11,14,50,50,50,54,52,52,52,54,54,54,54,54,51,51,51,54,50,48,48,48,50,49,46,46,46,49,4,1,0,3,1,3,70000
26,1.5494,74.8,76,68,69,0.002202643,1,1,3,3,7,0.008944526,463,70,28,23,69,54,64,69,62,64,62,62,65,67,67,79,71,63,71,68,64,90,70,67,60,67,64,62,62,64,62,62,64,10,6,6,12,14,66,66,66,67,66,66,66,67,67,67,67,69,68,68,68,69,70,68,68,68,70,70,66,66,66,70,4,10,11,1,3,0.333333333,1000000
22,1.8542,79.8,27,71,81,0.011013216,1,1,3,2,3,0.026463183,629,71,8,13,43,35,70,65,38,56,35,43,62,54,71,66,54,64,65,55,76,68,79,38,71,67,56,42,39,68,70,71,70,13,9,7,11,8,57,57,57,55,56,56,56,55,56,56,56,58,59,59,59,58,65,67,67,67,65,66,71,71,71,66,1,0,0,3,3,1,3300000
18,1.7526,68,29,53,71,0,1,1,3,2,5,0.001121194,60,63,28,8,39,40,50,58,30,62,34,33,56,56,65,60,56,50,83,50,69,55,68,35,60,41,29,51,50,38,49,49,52,8,10,5,8,12,50,50,50,52,52,52,52,52,53,53,53,54,53,53,53,54,53,54,54,54,53,52,54,54,54,52,4,0,0,3,3,1,120000
21,1.905,84.8,57,55,65,0,1,1,2,2,5,0.001011077,536,64,21,19,23,23,54,28,26,29,29,29,25,33,55,44,36,41,57,35,71,33,81,15,48,47,21,33,36,39,54,57,55,9,11,9,9,11,37,37,37,33,33,33,33,33,32,32,32,33,33,33,33,33,42,44,44,44,42,46,55,55,55,46,1,0,0,3,3,1,130000
32,1.8796,81.2,2,73,73,0.011013216,1,1,3,2,5,0.028465316,413,70,18,23,50,34,73,63,40,46,45,36,55,56,50,54,54,63,58,59,76,62,78,39,81,73,29,45,50,72,73,76,71,6,11,12,14,12,52,52,52,50,50,50,50,50,51,51,51,52,56,56,56,52,64,68,68,68,64,66,74,74,74,66,1,0,0,2,1,2,2700000
28,1.8288,83,57,70,70,0.039647577,0,1,3,3,5,0.023071754,623,72,12,4,68,67,50,61,58,76,75,71,53,73,82,83,75,68,66,77,56,60,73,74,47,28,67,50,44,63,21,34,23,13,10,11,6,10,71,71,71,72,71,71,71,72,68,68,68,70,61,61,61,70,54,49,49,49,54,51,44,44,44,51,14,7,12,3,2,1.5,1900000
31,1.9304,91.2,44,67,67,0.022026432,1,1,3,1,5,0.004689995,318,75,28,12,11,20,11,25,14,18,13,12,30,23,45,45,50,63,56,23,54,35,64,18,34,23,13,38,22,51,15,12,12,71,63,64,65,69,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,500000
24,1.8796,79.8,108,72,77,0.015418502,0,1,3,3,5,0.027464249,512,72,7,6,76,59,44,67,48,74,70,41,59,68,87,84,77,69,59,70,74,88,73,70,57,63,66,68,50,71,65,72,70,6,9,13,5,11,67,67,67,73,71,71,71,73,71,71,71,73,70,70,70,73,74,69,69,69,74,73,67,67,67,73,6,11,7,1,2,0.5,3500000
20,1.8542,74.8,136,58,72,0,1,1,3,2,5,0.002282431,355,64,28,36,54,24,56,54,24,43,31,33,49,53,63,64,64,51,66,35,67,61,68,28,51,52,41,36,37,39,55,59,55,11,9,15,9,13,46,46,46,49,46,46,46,49,47,47,47,51,50,50,50,51,57,55,55,55,57,58,58,58,58,58,1,0,0,3,3,1,250000
30,1.7018,73.9,57,69,69,0.017621145,1,1,3,3,5,0.006441861,647,70,28,21,67,50,41,66,42,64,65,61,65,67,77,74,78,71,83,59,64,74,61,45,63,72,55,53,42,64,59,67,69,14,9,7,6,12,60,60,60,65,63,63,63,65,64,64,64,67,65,65,65,67,70,68,68,68,70,70,65,65,65,70,10,3,5,3,3,1,800000
40,1.6764,72.1,6,70,70,0.011013216,1,1,3,3,5,0.00083589,217,70,20,22,61,49,61,73,62,71,58,59,77,70,39,41,60,64,68,69,65,40,61,66,77,68,58,69,50,75,71,74,69,15,8,9,8,14,61,61,61,63,64,64,64,63,67,67,67,63,69,69,69,63,64,71,71,71,64,64,70,70,70,64,2,5,0,2,3,0.666666667,120000
21,1.5494,68.9,44,65,77,0.004405286,1,1,2,3,3,0.009945592,477,70,28,18,50,55,58,73,45,63,52,50,67,63,62,61,68,64,70,59,67,73,65,52,82,52,57,61,53,56,63,62,57,14,16,16,8,11,61,61,61,62,63,63,63,62,64,64,64,64,66,66,66,64,63,66,66,66,63,62,64,64,64,62,4,3,0,3,3,1,950000
27,1.8288,72.1,57,68,69,0.015418502,1,1,3,2,3,0.007442927,534,70,17,21,47,30,65,59,26,52,34,35,55,59,55,52,65,69,62,36,83,66,67,31,64,63,25,46,42,54,70,69,71,6,9,12,7,12,48,48,48,51,49,49,49,51,52,52,52,53,56,56,56,53,63,65,65,65,63,64,68,68,68,64,1,10,0,3,3,1,875000
22,1.8542,73,28,60,68,0.002202643,0,1,3,2,3,0.003178385,295,71,21,30,34,21,58,39,25,42,29,26,35,44,59,61,64,54,63,33,67,38,67,23,52,52,29,31,28,58,69,61,63,12,11,6,11,8,42,42,42,42,41,41,41,42,41,41,41,42,41,41,41,42,52,51,51,51,52,55,60,60,60,55,1,0,0,3,3,1,270000
21,1.5494,66.2,84,52,60,0,0,1,3,2,5,0.000445474,186,64,21,38,44,47,33,48,39,46,37,36,48,49,72,75,73,54,70,54,47,59,57,34,60,15,40,41,49,45,23,24,28,13,7,14,15,14,50,50,50,52,50,50,50,52,50,50,50,52,46,46,46,52,43,41,41,41,43,42,37,37,37,42,11,0,0,3,3,1,70000
32,1.8288,92.1,32,71,71,0.00660793,1,1,3,2,7,0.009945592,526,67,8,15,29,35,68,56,48,45,39,34,60,60,51,48,55,63,59,64,77,71,93,53,82,66,34,32,37,66,70,70,67,12,6,7,12,14,54,54,54,48,50,50,50,48,50,50,50,50,55,55,55,50,60,66,66,66,60,62,72,72,72,62,1,0,0,3,1,3,1600000
34,1.7526,69.9,79,59,59,0,1,1,3,2,5,0.000500533,636,62,28,29,47,47,66,63,43,58,42,45,65,63,61,56,74,58,73,51,51,73,63,49,56,61,57,56,50,52,34,58,61,8,7,15,9,12,58,58,58,59,59,59,59,59,60,60,60,60,62,62,62,60,60,61,61,61,60,60,58,58,58,60,11,4,0,3,3,1,90000
21,1.8542,71.2,44,53,59,0.002202643,1,1,3,2,3,0.000620661,602,62,28,14,45,53,51,59,34,60,44,32,47,58,68,70,66,51,67,49,68,57,55,46,28,39,40,46,57,51,46,52,48,9,6,10,14,9,54,54,54,57,55,55,55,57,56,56,56,56,53,53,53,56,54,51,51,51,54,54,50,50,50,54,6,9,1,3,3,1,70000
27,1.8288,71.2,44,65,65,0.004405286,1,1,3,2,5,0.003879131,556,66,21,2,56,38,58,61,27,52,37,39,56,63,72,70,79,57,66,38,80,72,68,29,58,65,46,44,35,58,67,67,64,13,13,14,9,7,53,53,53,57,54,54,54,57,55,55,55,58,57,57,57,58,65,64,64,64,65,66,66,66,66,66,10,0,0,3,3,1,450000
24,1.524,73.9,79,51,58,0,1,1,3,2,5,0.00030032,641,64,21,18,35,37,60,54,28,49,32,31,44,57,62,63,62,50,68,45,70,68,73,39,49,43,48,44,39,39,41,43,40,14,7,6,7,15,52,52,52,51,51,51,51,51,52,52,52,52,51,51,51,52,51,51,51,51,51,51,52,52,52,51,4,1,0,3,3,1,50000
21,1.7018,66.2,96,61,74,0.002202643,1,1,2,2,5,0.023071754,161,68,7,26,57,33,50,50,27,60,34,35,49,61,78,81,63,51,74,31,58,59,43,33,60,57,46,42,47,51,58,62,61,7,12,9,8,10,49,49,49,56,53,53,53,56,53,53,53,58,53,53,53,58,61,57,57,57,61,62,58,58,58,62,6,0,0,3,3,1,425000
19,1.7526,64,117,68,83,0.017621145,0,1,2,4,3,0.021457853,675,76,28,29,69,49,48,68,43,74,64,59,58,73,87,89,79,58,78,62,53,74,49,48,61,56,70,61,57,71,58,60,58,11,8,8,9,6,64,64,64,71,68,68,68,71,69,69,69,71,66,66,66,71,68,63,63,63,68,67,59,59,59,67,9,0,0,1,3,0.333333333,1700000
29,1.5494,76.2,116,65,65,0,1,1,2,3,5,0.023071754,384,67,28,20,66,45,54,64,52,63,60,59,61,65,77,76,76,64,71,65,62,79,72,63,66,32,64,50,55,65,49,57,61,8,10,14,14,11,62,62,62,65,63,63,63,65,63,63,63,66,62,62,62,66,63,59,59,59,63,62,58,58,58,62,11,7,1,1,3,0.333333333,550000
19,1.9558,87.1,44,48,68,0,1,1,3,2,5,0.00076081,95,65,21,33,19,43,52,35,29,46,34,20,29,45,50,52,45,47,56,50,55,57,70,30,51,20,48,40,44,43,36,32,30,5,11,7,14,14,48,48,48,44,46,46,46,44,44,44,44,43,41,41,41,43,38,39,39,39,38,38,42,42,42,38,14,0,0,3,3,1,60000
21,1.524,76.2,96,64,75,0,1,1,3,2,5,0.005941328,385,68,19,4,36,23,65,67,28,57,48,31,63,62,74,68,71,57,66,55,65,60,71,34,61,63,24,55,44,63,62,64,63,9,6,8,11,8,50,50,50,53,53,53,53,53,56,56,56,56,59,59,59,56,61,64,64,64,61,63,65,65,65,63,2,5,0,2,3,0.666666667,675000
